===,EVENT_SEQ,EVENT_TYPE,RANK,TIME,DURATION,ITER,MEM,NET,EXTRA
===,0,INIT-START,0,0.000189,0.000000,0,8088.000000,0.000000, ===
===,1,INIT-STOP,0,0.001415,0.000000,0,8716.000000,0.000000, ===
===,2,INIT,0,0.001456,0.001319,0,8716.000000,0.000000, ===
===,3,ITER,0,0.001494,0.000000,1,8720.000000,0.000000, ===
===,4,FAILURE-CHECK-START,0,0.001540,0.000000,1,8720.000000,0.000000, ===
===,5,FAILURE-CHECK-STOP,0,0.006249,0.000000,1,8772.000000,0.000000, ===
===,6,FAILURE-CHECK,0,0.006290,0.004776,1,8772.000000,0.000000, ===
===,7,CHECKPOINT-START,0,0.006330,0.000000,1,8772.000000,0.000000, ===
===,8,CHECKPOINT-PRE-NEW,0,0.006367,0.000000,1,8772.000000,0.000000, ===
===,9,CHECKPOINT-POST-NEW,0,0.063425,0.000000,1,12192.000000,1024.000000, ===
===,10,CHECKPOINT-STOP,0,0.063504,0.000000,1,12192.000000,1024.000000, ===
===,11,CHECKPOINT,0,0.063551,0.057243,1,12192.000000,1024.000000, ===
===,12,ITER,0,0.076756,0.000000,2,12760.000000,1032.023438, ===
===,13,ITER,0,0.085472,0.000000,3,13320.000000,1040.046875, ===
===,14,ITER,0,0.091152,0.000000,4,13324.000000,1048.070312, ===
===,15,ITER,0,0.096928,0.000000,5,13324.000000,1056.093750, ===
===,16,ITER,0,0.102395,0.000000,6,13328.000000,1064.117188, ===
===,17,ITER,0,0.108641,0.000000,7,13348.000000,1072.140625, ===
===,18,ITER,0,0.113431,0.000000,8,13356.000000,1080.164062, ===
===,19,ITER,0,0.118348,0.000000,9,13356.000000,1088.187500, ===
===,20,ITER,0,0.123431,0.000000,10,13360.000000,1096.210938, ===
===,21,ITER,0,0.128415,0.000000,11,13376.000000,1104.234375, ===
===,22,FAILURE-CHECK-START,0,0.128458,0.000000,11,13376.000000,1104.234375, ===
===,23,FAILURE-CHECK-STOP,0,0.128656,0.000000,11,13376.000000,1104.234375, ===
===,24,FAILURE-CHECK,0,0.128695,0.000261,11,13376.000000,1104.234375, ===
===,25,CHECKPOINT-START,0,0.128733,0.000000,11,13376.000000,1104.234375, ===
===,26,CHECKPOINT-PRE-NEW,0,0.135600,0.000000,11,13376.000000,80.234375, ===
===,27,CHECKPOINT-POST-NEW,0,0.186682,0.000000,11,17988.000000,1104.234375, ===
===,28,CHECKPOINT-STOP,0,0.186795,0.000000,11,17988.000000,1104.234375, ===
===,29,CHECKPOINT,0,0.186894,0.058181,11,17988.000000,1104.234375, ===
===,30,ITER,0,0.192088,0.000000,12,17992.000000,1112.257812, ===
===,31,ITER,0,0.197768,0.000000,13,17996.000000,1120.281250, ===
===,32,ITER,0,0.202782,0.000000,14,18012.000000,1128.304688, ===
===,33,ITER,0,0.210701,0.000000,15,18016.000000,1136.328125, ===
===,34,ITER,0,0.216065,0.000000,16,18016.000000,1144.351562, ===
===,35,ITER,0,0.222123,0.000000,17,18024.000000,1152.375000, ===
===,36,ITER,0,0.227146,0.000000,18,18024.000000,1160.398438, ===
===,37,ITER,0,0.233336,0.000000,19,18024.000000,1168.421875, ===
===,38,ITER,0,0.238623,0.000000,20,18024.000000,1176.445312, ===
===,39,ITER,0,0.243132,0.000000,21,18024.000000,1184.468750, ===
===,40,FAILURE-CHECK-START,0,0.243175,0.000000,21,18024.000000,1184.468750, ===
===,41,FAILURE-CHECK-STOP,0,0.243646,0.000000,21,18024.000000,1184.468750, ===
===,42,FAILURE-CHECK,0,0.243712,0.000563,21,18024.000000,1184.468750, ===
===,43,CHECKPOINT-START,0,0.243780,0.000000,21,18024.000000,1184.468750, ===
===,44,CHECKPOINT-PRE-NEW,0,0.243840,0.000000,21,18024.000000,160.468750, ===
===,45,CHECKPOINT-POST-NEW,0,0.282024,0.000000,21,21096.000000,1184.468750, ===
===,46,CHECKPOINT-STOP,0,0.282108,0.000000,21,21096.000000,1184.468750, ===
===,47,CHECKPOINT,0,0.282160,0.038418,21,21096.000000,1184.468750, ===
===,48,ITER,0,0.287745,0.000000,22,21096.000000,1192.492188, ===
===,49,ITER,0,0.292734,0.000000,23,21096.000000,1200.515625, ===
===,50,ITER,0,0.297866,0.000000,24,21096.000000,1208.539062, ===
===,51,ITER,0,0.303520,0.000000,25,21104.000000,1216.562500, ===
===,52,ITER,0,0.308726,0.000000,26,21104.000000,1224.585938, ===
===,53,ITER,0,0.314164,0.000000,27,21104.000000,1232.609375, ===
===,54,ITER,0,0.319127,0.000000,28,21108.000000,1240.632812, ===
===,55,ITER,0,0.323758,0.000000,29,21108.000000,1248.656250, ===
===,56,ITER,0,0.327832,0.000000,30,21108.000000,1256.679688, ===
===,57,COMM-ERROR,0,0.337216,0.000000,30,21136.000000,1256.679688, ===
===,58,COMM-ERROR,0,0.337592,0.000000,30,21136.000000,1256.679688, ===
===,59,COMM-ERROR,0,0.340787,0.000000,30,21136.000000,1264.695312, ===
===,60,ITER,0,0.342076,0.000000,31,21136.000000,1264.703125, ===
===,61,FAILURE-CHECK-START,0,0.342544,0.000000,31,21136.000000,1264.703125, ===
===,62,FAILURE-CHECK-STOP,0,0.343737,0.000000,31,21136.000000,1264.703125, ===
===,63,FAILURE-CHECK,0,0.343777,0.001677,31,21136.000000,1264.703125, ===
===,64,FAILURE-DETECT,0,0.343810,0.000000,31,21136.000000,1264.703125, ===
===,65,RESTORE-START,0,0.929531,0.000000,31,21136.000000,1264.703125, ===
===,66,RESTORE-STOP,0,0.938472,0.000000,31,22164.000000,2196.781250, ===
===,67,RESTORE,0,0.938512,0.009033,31,22164.000000,2196.781250, ===
===,68,CHECKPOINT-START,0,0.938554,0.000000,31,22164.000000,2196.781250, ===
===,69,CHECKPOINT-PRE-NEW,0,0.938595,0.000000,31,22164.000000,240.703125, ===
===,70,CHECKPOINT-POST-NEW,0,0.989085,0.000000,31,25964.000000,1332.781250, ===
===,71,CHECKPOINT-STOP,0,0.989184,0.000000,31,25964.000000,1332.781250, ===
===,72,CHECKPOINT,0,0.989228,0.050697,31,25964.000000,1332.781250, ===
===,73,ITER,0,0.996380,0.000000,22,25972.000000,1342.140625, ===
===,74,ITER,0,1.003333,0.000000,23,25976.000000,1351.500000, ===
===,75,ITER,0,1.009342,0.000000,24,25980.000000,1360.859375, ===
===,76,ITER,0,1.016027,0.000000,25,25984.000000,1370.218750, ===
===,77,ITER,0,1.021463,0.000000,26,25984.000000,1379.578125, ===
