===,EVENT_SEQ,EVENT_TYPE,RANK,TIME,DURATION,ITER,MEM,NET,EXTRA
===,0,INIT-START,0,0.000192,0.000000,0,8124.000000,0.000000, ===
===,1,INIT-STOP,0,0.001033,0.000000,0,8508.000000,0.000000, ===
===,2,INIT,0,0.001072,0.000937,0,8508.000000,0.000000, ===
===,3,ITER,0,0.001114,0.000000,1,8512.000000,0.000000, ===
===,4,FAILURE-CHECK-START,0,0.001156,0.000000,1,8512.000000,0.000000, ===
===,5,FAILURE-CHECK-STOP,0,0.045335,0.000000,1,8560.000000,0.000000, ===
===,6,FAILURE-CHECK,0,0.045378,0.044245,1,8560.000000,0.000000, ===
===,7,CHECKPOINT-START,0,0.045420,0.000000,1,8560.000000,0.000000, ===
===,8,CHECKPOINT-PRE-NEW,0,0.045458,0.000000,1,8560.000000,0.000000, ===
===,9,CHECKPOINT-POST-NEW,0,0.122496,0.000000,1,11980.000000,512.000000, ===
===,10,CHECKPOINT-STOP,0,0.122550,0.000000,1,11980.000000,512.000000, ===
===,11,CHECKPOINT,0,0.122587,0.077190,1,11980.000000,512.000000, ===
===,12,ITER,0,0.141668,0.000000,2,12296.000000,518.023438, ===
===,13,ITER,0,0.166719,0.000000,3,12588.000000,524.046875, ===
===,14,ITER,0,0.189704,0.000000,4,12600.000000,530.070312, ===
===,15,ITER,0,0.205702,0.000000,5,12604.000000,536.093750, ===
===,16,ITER,0,0.221097,0.000000,6,12612.000000,542.117188, ===
===,17,ITER,0,0.234003,0.000000,7,12636.000000,548.140625, ===
===,18,ITER,0,0.258248,0.000000,8,12648.000000,554.164062, ===
===,19,ITER,0,0.275690,0.000000,9,12648.000000,560.187500, ===
===,20,ITER,0,0.290831,0.000000,10,12652.000000,566.210938, ===
===,21,ITER,0,0.306339,0.000000,11,12664.000000,572.234375, ===
===,22,FAILURE-CHECK-START,0,0.306390,0.000000,11,12664.000000,572.234375, ===
===,23,FAILURE-CHECK-STOP,0,0.307278,0.000000,11,12664.000000,572.234375, ===
===,24,FAILURE-CHECK,0,0.307326,0.000963,11,12664.000000,572.234375, ===
===,25,CHECKPOINT-START,0,0.307370,0.000000,11,12664.000000,572.234375, ===
===,26,CHECKPOINT-PRE-NEW,0,0.307418,0.000000,11,12664.000000,60.234375, ===
===,27,CHECKPOINT-POST-NEW,0,0.391203,0.000000,11,16508.000000,572.234375, ===
===,28,CHECKPOINT-STOP,0,0.391249,0.000000,11,16508.000000,572.234375, ===
===,29,CHECKPOINT,0,0.391282,0.083937,11,16508.000000,572.234375, ===
===,30,ITER,0,0.401201,0.000000,12,16516.000000,578.257812, ===
===,31,ITER,0,0.416000,0.000000,13,16516.000000,584.281250, ===
===,32,ITER,0,0.424908,0.000000,14,16536.000000,590.304688, ===
===,33,ITER,0,0.433652,0.000000,15,16540.000000,596.328125, ===
===,34,ITER,0,0.441940,0.000000,16,16540.000000,602.351562, ===
===,35,ITER,0,0.450133,0.000000,17,16548.000000,608.375000, ===
===,36,ITER,0,0.458957,0.000000,18,16548.000000,614.398438, ===
===,37,ITER,0,0.468504,0.000000,19,16548.000000,620.421875, ===
===,38,ITER,0,0.476357,0.000000,20,16548.000000,626.445312, ===
===,39,ITER,0,0.484961,0.000000,21,16548.000000,632.468750, ===
===,40,FAILURE-CHECK-START,0,0.485003,0.000000,21,16548.000000,632.468750, ===
===,41,FAILURE-CHECK-STOP,0,0.486129,0.000000,21,16548.000000,632.468750, ===
===,42,FAILURE-CHECK,0,0.486184,0.001206,21,16548.000000,632.468750, ===
===,43,CHECKPOINT-START,0,0.486241,0.000000,21,16548.000000,632.468750, ===
===,44,CHECKPOINT-PRE-NEW,0,0.486282,0.000000,21,16548.000000,120.468750, ===
===,45,CHECKPOINT-POST-NEW,0,0.529398,0.000000,21,19624.000000,632.468750, ===
===,46,CHECKPOINT-STOP,0,0.529449,0.000000,21,19624.000000,632.468750, ===
===,47,CHECKPOINT,0,0.529562,0.043348,21,19624.000000,632.468750, ===
===,48,ITER,0,0.534790,0.000000,22,19624.000000,638.492188, ===
===,49,ITER,0,0.541969,0.000000,23,19624.000000,644.515625, ===
===,50,ITER,0,0.550502,0.000000,24,19624.000000,650.539062, ===
===,51,ITER,0,0.559032,0.000000,25,19636.000000,656.562500, ===
===,52,ITER,0,0.567676,0.000000,26,19636.000000,662.585938, ===
===,53,ITER,0,0.576099,0.000000,27,19636.000000,668.609375, ===
===,54,ITER,0,0.585369,0.000000,28,19640.000000,674.632812, ===
===,55,ITER,0,0.592003,0.000000,29,19640.000000,680.656250, ===
===,56,ITER,0,0.598813,0.000000,30,19640.000000,686.679688, ===
===,57,COMM-ERROR,0,0.609878,0.000000,30,19692.000000,686.679688, ===
===,58,COMM-ERROR,0,0.610874,0.000000,30,19696.000000,686.679688, ===
===,59,COMM-ERROR,0,0.611937,0.000000,30,19696.000000,692.695312, ===
===,60,ITER,0,0.611988,0.000000,31,19696.000000,692.703125, ===
===,61,FAILURE-CHECK-START,0,0.612023,0.000000,31,19696.000000,692.703125, ===
===,62,FAILURE-CHECK-STOP,0,0.619387,0.000000,31,19696.000000,692.703125, ===
===,63,FAILURE-CHECK,0,0.619429,0.007426,31,19696.000000,692.703125, ===
===,64,FAILURE-DETECT,0,0.619462,0.000000,31,19696.000000,692.703125, ===
===,65,RESTORE-START,0,2.609987,0.000000,31,19700.000000,692.703125, ===
===,66,RESTORE-STOP,0,2.653584,0.000000,31,20100.000000,1150.046875, ===
===,67,RESTORE,0,2.653623,0.043687,31,20100.000000,1150.046875, ===
===,68,CHECKPOINT-START,0,2.653662,0.000000,31,20100.000000,1150.046875, ===
===,69,CHECKPOINT-PRE-NEW,0,2.653700,0.000000,31,20100.000000,180.703125, ===
===,70,CHECKPOINT-POST-NEW,0,2.727501,0.000000,31,22788.000000,710.046875, ===
===,71,CHECKPOINT-STOP,0,2.727564,0.000000,31,22788.000000,710.046875, ===
===,72,CHECKPOINT,0,2.727705,0.074065,31,22788.000000,710.046875, ===
===,73,ITER,0,2.736305,0.000000,22,22792.000000,715.859375, ===
===,74,ITER,0,2.745105,0.000000,23,22800.000000,721.671875, ===
===,75,ITER,0,2.753686,0.000000,24,22800.000000,727.484375, ===
===,76,ITER,0,2.761449,0.000000,25,22800.000000,733.296875, ===
===,77,ITER,0,2.768798,0.000000,26,22804.000000,739.109375, ===
===,78,ITER,0,2.774723,0.000000,27,22804.000000,744.921875, ===
===,79,ITER,0,2.781467,0.000000,28,22804.000000,750.734375, ===
===,80,ITER,0,2.787114,0.000000,29,22804.000000,756.546875, ===
===,81,ITER,0,2.793592,0.000000,30,22804.000000,762.359375, ===
===,82,ITER,0,2.799987,0.000000,31,22804.000000,768.171875, ===
===,83,FAILURE-CHECK-START,0,2.800030,0.000000,31,22804.000000,768.171875, ===
===,84,FAILURE-CHECK-STOP,0,2.800159,0.000000,31,22804.000000,768.171875, ===
===,85,FAILURE-CHECK,0,2.800197,0.000192,31,22804.000000,768.171875, ===
===,86,CHECKPOINT-START,0,2.800237,0.000000,31,22804.000000,768.171875, ===
===,87,CHECKPOINT-PRE-NEW,0,2.800277,0.000000,31,22804.000000,238.828125, ===
===,88,CHECKPOINT-POST-NEW,0,2.855723,0.000000,31,25824.000000,768.171875, ===
===,89,CHECKPOINT-STOP,0,2.855780,0.000000,31,25824.000000,768.171875, ===
===,90,CHECKPOINT,0,2.855907,0.055692,31,25824.000000,768.171875, ===
===,91,ITER,0,2.863820,0.000000,32,25824.000000,773.984375, ===
===,92,ITER,0,2.872007,0.000000,33,25824.000000,779.796875, ===
===,93,ITER,0,2.878903,0.000000,34,25824.000000,785.609375, ===
===,94,ITER,0,2.887821,0.000000,35,25824.000000,791.421875, ===
===,95,ITER,0,2.896932,0.000000,36,25824.000000,797.234375, ===
===,96,ITER,0,2.903957,0.000000,37,25824.000000,803.046875, ===
===,97,ITER,0,2.911489,0.000000,38,25824.000000,808.859375, ===
===,98,ITER,0,2.917591,0.000000,39,25824.000000,814.671875, ===
===,99,ITER,0,2.923584,0.000000,40,25824.000000,820.484375, ===
===,100,ITER,0,2.930450,0.000000,41,25824.000000,826.296875, ===
===,101,FAILURE-CHECK-START,0,2.930489,0.000000,41,25824.000000,826.296875, ===
===,102,FAILURE-CHECK-STOP,0,2.930636,0.000000,41,25824.000000,826.296875, ===
===,103,FAILURE-CHECK,0,2.930679,0.000212,41,25824.000000,826.296875, ===
===,104,CHECKPOINT-START,0,2.930723,0.000000,41,25824.000000,826.296875, ===
===,105,CHECKPOINT-PRE-NEW,0,2.930768,0.000000,41,25824.000000,296.953125, ===
===,106,CHECKPOINT-POST-NEW,0,2.978649,0.000000,41,28512.000000,826.296875, ===
===,107,CHECKPOINT-STOP,0,2.978708,0.000000,41,28512.000000,826.296875, ===
