===,EVENT_SEQ,EVENT_TYPE,RANK,TIME,DURATION,ITER,MEM,NET,EXTRA
===,0,INIT-START,0,0.000134,0.000000,0,7192.000000,0.000000, ===
===,1,INIT-STOP,0,0.001179,0.000000,0,7820.000000,0.000000, ===
===,2,INIT,0,0.001207,0.001119,0,7820.000000,0.000000, ===
===,3,ITER,0,0.001232,0.000000,1,7824.000000,0.000000, ===
===,4,FAILURE-CHECK-START,0,0.001258,0.000000,1,7824.000000,0.000000, ===
===,5,FAILURE-CHECK-STOP,0,0.001412,0.000000,1,7872.000000,0.000000, ===
===,6,FAILURE-CHECK,0,0.001463,0.000219,1,7872.000000,0.000000, ===
===,7,CHECKPOINT-START,0,0.001548,0.000000,1,7872.000000,0.000000, ===
===,8,CHECKPOINT-PRE-NEW,0,0.001620,0.000000,1,7872.000000,0.000000, ===
===,9,CHECKPOINT-POST-NEW,0,0.002795,0.000000,1,8396.000000,0.000000, ===
===,10,CHECKPOINT-STOP,0,0.002862,0.000000,1,8396.000000,0.000000, ===
===,11,CHECKPOINT,0,0.002887,0.001382,1,8396.000000,0.000000, ===
===,12,ITER,0,0.004140,0.000000,2,8916.000000,0.000000, ===
===,13,ITER,0,0.004905,0.000000,3,8940.000000,0.000000, ===
===,14,ITER,0,0.005640,0.000000,4,8940.000000,0.000000, ===
===,15,ITER,0,0.006311,0.000000,5,8940.000000,0.000000, ===
===,16,ITER,0,0.007128,0.000000,6,8940.000000,0.000000, ===
===,17,ITER,0,0.007872,0.000000,7,8944.000000,0.000000, ===
===,18,ITER,0,0.008553,0.000000,8,8944.000000,0.000000, ===
===,19,ITER,0,0.009267,0.000000,9,8944.000000,0.000000, ===
===,20,ITER,0,0.009995,0.000000,10,8952.000000,0.000000, ===
===,21,ITER,0,0.010683,0.000000,11,8964.000000,0.000000, ===
===,22,FAILURE-CHECK-START,0,0.010731,0.000000,11,8964.000000,0.000000, ===
===,23,FAILURE-CHECK-STOP,0,0.010780,0.000000,11,8964.000000,0.000000, ===
===,24,FAILURE-CHECK,0,0.010821,0.000127,11,8964.000000,0.000000, ===
===,25,CHECKPOINT-START,0,0.010865,0.000000,11,8964.000000,0.000000, ===
===,26,CHECKPOINT-PRE-NEW,0,0.010913,0.000000,11,8964.000000,0.000000, ===
===,27,CHECKPOINT-POST-NEW,0,0.011946,0.000000,11,9480.000000,0.000000, ===
===,28,CHECKPOINT-STOP,0,0.011994,0.000000,11,9480.000000,0.000000, ===
===,29,CHECKPOINT,0,0.012018,0.001185,11,9480.000000,0.000000, ===
===,30,ITER,0,0.012736,0.000000,12,9484.000000,0.000000, ===
===,31,ITER,0,0.013446,0.000000,13,9484.000000,0.000000, ===
===,32,ITER,0,0.014178,0.000000,14,9484.000000,0.000000, ===
===,33,ITER,0,0.014820,0.000000,15,9484.000000,0.000000, ===
===,34,ITER,0,0.015501,0.000000,16,9488.000000,0.000000, ===
===,35,ITER,0,0.016243,0.000000,17,9488.000000,0.000000, ===
===,36,ITER,0,0.016983,0.000000,18,9488.000000,0.000000, ===
===,37,ITER,0,0.017641,0.000000,19,9488.000000,0.000000, ===
===,38,ITER,0,0.018323,0.000000,20,9492.000000,0.000000, ===
===,39,ITER,0,0.019055,0.000000,21,9492.000000,0.000000, ===
===,40,FAILURE-CHECK-START,0,0.019086,0.000000,21,9492.000000,0.000000, ===
===,41,FAILURE-CHECK-STOP,0,0.019117,0.000000,21,9492.000000,0.000000, ===
===,42,FAILURE-CHECK,0,0.019148,0.000080,21,9492.000000,0.000000, ===
===,43,CHECKPOINT-START,0,0.019195,0.000000,21,9492.000000,0.000000, ===
===,44,CHECKPOINT-PRE-NEW,0,0.019245,0.000000,21,9492.000000,0.000000, ===
===,45,CHECKPOINT-POST-NEW,0,0.020289,0.000000,21,10008.000000,0.000000, ===
===,46,CHECKPOINT-STOP,0,0.020340,0.000000,21,10008.000000,0.000000, ===
