===,EVENT_SEQ,EVENT_TYPE,RANK,TIME,DURATION,ITER,MEM,NET,EXTRA
===,0,INIT-START,0,0.000138,0.000000,0,7192.000000,0.000000, ===
===,1,INIT-STOP,0,0.010953,0.000000,0,15500.000000,0.000000, ===
===,2,INIT,0,0.010985,0.010895,0,15500.000000,0.000000, ===
===,3,ITER,0,0.011011,0.000000,1,15504.000000,0.000000, ===
===,4,FAILURE-CHECK-START,0,0.011041,0.000000,1,15504.000000,0.000000, ===
===,5,FAILURE-CHECK-STOP,0,0.011208,0.000000,1,15552.000000,0.000000, ===
===,6,FAILURE-CHECK,0,0.011250,0.000225,1,15552.000000,0.000000, ===
===,7,CHECKPOINT-START,0,0.011313,0.000000,1,15552.000000,0.000000, ===
===,8,CHECKPOINT-PRE-NEW,0,0.011335,0.000000,1,15552.000000,0.000000, ===
===,9,CHECKPOINT-POST-NEW,0,0.025539,0.000000,1,23756.000000,0.000000, ===
===,10,CHECKPOINT-STOP,0,0.025573,0.000000,1,23756.000000,0.000000, ===
===,11,CHECKPOINT,0,0.025593,0.014314,1,23756.000000,0.000000, ===
===,12,ITER,0,0.045981,0.000000,2,31948.000000,0.000000, ===
===,13,ITER,0,0.055918,0.000000,3,31976.000000,0.000000, ===
===,14,ITER,0,0.066185,0.000000,4,31980.000000,0.000000, ===
===,15,ITER,0,0.076127,0.000000,5,31980.000000,0.000000, ===
===,16,ITER,0,0.085741,0.000000,6,31980.000000,0.000000, ===
===,17,ITER,0,0.095304,0.000000,7,31984.000000,0.000000, ===
===,18,ITER,0,0.105208,0.000000,8,31984.000000,0.000000, ===
===,19,ITER,0,0.115402,0.000000,9,31984.000000,0.000000, ===
===,20,ITER,0,0.125424,0.000000,10,31988.000000,0.000000, ===
===,21,ITER,0,0.136109,0.000000,11,32004.000000,0.000000, ===
===,22,FAILURE-CHECK-START,0,0.136172,0.000000,11,32004.000000,0.000000, ===
===,23,FAILURE-CHECK-STOP,0,0.136229,0.000000,11,32004.000000,0.000000, ===
===,24,FAILURE-CHECK,0,0.136259,0.000110,11,32004.000000,0.000000, ===
===,25,CHECKPOINT-START,0,0.136290,0.000000,11,32004.000000,0.000000, ===
===,26,CHECKPOINT-PRE-NEW,0,0.136333,0.000000,11,32004.000000,0.000000, ===
===,27,CHECKPOINT-POST-NEW,0,0.151213,0.000000,11,40200.000000,0.000000, ===
===,28,CHECKPOINT-STOP,0,0.151282,0.000000,11,40200.000000,0.000000, ===
===,29,CHECKPOINT,0,0.151323,0.015050,11,40200.000000,0.000000, ===
===,30,ITER,0,0.161352,0.000000,12,40200.000000,0.000000, ===
===,31,ITER,0,0.171179,0.000000,13,40204.000000,0.000000, ===
