===,EVENT_SEQ,EVENT_TYPE,RANK,TIME,DURATION,ITER,MEM,NET,EXTRA
===,0,INIT-START,0,0.000179,0.000000,0,7972.000000,0.000000, ===
===,1,INIT-STOP,0,0.001526,0.000000,0,8600.000000,0.000000, ===
===,2,INIT,0,0.001579,0.001461,0,8600.000000,0.000000, ===
===,3,ITER,0,0.001626,0.000000,1,8604.000000,0.000000, ===
===,4,FAILURE-CHECK-START,0,0.001681,0.000000,1,8604.000000,0.000000, ===
===,5,FAILURE-CHECK-STOP,0,0.001925,0.000000,1,8652.000000,0.000000, ===
===,6,FAILURE-CHECK,0,0.001984,0.000331,1,8652.000000,0.000000, ===
===,7,CHECKPOINT-START,0,0.002044,0.000000,1,8652.000000,0.000000, ===
===,8,CHECKPOINT-PRE-NEW,0,0.002094,0.000000,1,8652.000000,0.000000, ===
===,9,CHECKPOINT-POST-NEW,0,0.016206,0.000000,1,11048.000000,1024.000000, ===
===,10,CHECKPOINT-STOP,0,0.016280,0.000000,1,11048.000000,1024.000000, ===
===,11,CHECKPOINT,0,0.016318,0.014307,1,11048.000000,1024.000000, ===
===,12,ITER,0,0.019419,0.000000,2,11612.000000,1032.023438, ===
===,13,ITER,0,0.022043,0.000000,3,12152.000000,1040.046875, ===
===,14,ITER,0,0.023650,0.000000,4,12152.000000,1048.070312, ===
===,15,ITER,0,0.024943,0.000000,5,12160.000000,1056.093750, ===
===,16,ITER,0,0.026764,0.000000,6,12160.000000,1064.117188, ===
===,17,ITER,0,0.028074,0.000000,7,12168.000000,1072.140625, ===
===,18,ITER,0,0.029313,0.000000,8,12172.000000,1080.164062, ===
===,19,ITER,0,0.030622,0.000000,9,12172.000000,1088.187500, ===
===,20,ITER,0,0.031902,0.000000,10,12176.000000,1096.210938, ===
===,21,ITER,0,0.033119,0.000000,11,12192.000000,1104.234375, ===
===,22,FAILURE-CHECK-START,0,0.033182,0.000000,11,12192.000000,1104.234375, ===
===,23,FAILURE-CHECK-STOP,0,0.033314,0.000000,11,12192.000000,1104.234375, ===
===,24,FAILURE-CHECK,0,0.033613,0.000455,11,12192.000000,1104.234375, ===
===,25,CHECKPOINT-START,0,0.033677,0.000000,11,12192.000000,1104.234375, ===
===,26,CHECKPOINT-PRE-NEW,0,0.033915,0.000000,11,12192.000000,80.234375, ===
===,27,CHECKPOINT-POST-NEW,0,0.047453,0.000000,11,15776.000000,1104.234375, ===
===,28,CHECKPOINT-STOP,0,0.047497,0.000000,11,15776.000000,1104.234375, ===
===,29,CHECKPOINT,0,0.047528,0.013875,11,15776.000000,1104.234375, ===
===,30,ITER,0,0.048596,0.000000,12,15780.000000,1112.257812, ===
===,31,ITER,0,0.049686,0.000000,13,15780.000000,1120.281250, ===
===,32,ITER,0,0.050730,0.000000,14,15780.000000,1128.304688, ===
===,33,ITER,0,0.051826,0.000000,15,15784.000000,1136.328125, ===
===,34,ITER,0,0.052875,0.000000,16,15784.000000,1144.351562, ===
===,35,ITER,0,0.053975,0.000000,17,15784.000000,1152.375000, ===
===,36,ITER,0,0.055053,0.000000,18,15784.000000,1160.398438, ===
===,37,ITER,0,0.056116,0.000000,19,15784.000000,1168.421875, ===
===,38,ITER,0,0.057509,0.000000,20,15784.000000,1176.445312, ===
===,39,ITER,0,0.058711,0.000000,21,15784.000000,1184.468750, ===
===,40,FAILURE-CHECK-START,0,0.058774,0.000000,21,15784.000000,1184.468750, ===
===,41,FAILURE-CHECK-STOP,0,0.058993,0.000000,21,15784.000000,1184.468750, ===
===,42,FAILURE-CHECK,0,0.059037,0.000292,21,15784.000000,1184.468750, ===
===,43,CHECKPOINT-START,0,0.059076,0.000000,21,15784.000000,1184.468750, ===
===,44,CHECKPOINT-PRE-NEW,0,0.059121,0.000000,21,15784.000000,160.468750, ===
===,45,CHECKPOINT-POST-NEW,0,0.068556,0.000000,21,17836.000000,1184.468750, ===
===,46,CHECKPOINT-STOP,0,0.068619,0.000000,21,17836.000000,1184.468750, ===
===,47,CHECKPOINT,0,0.068649,0.009596,21,17836.000000,1184.468750, ===
===,48,ITER,0,0.069706,0.000000,22,17836.000000,1192.492188, ===
===,49,ITER,0,0.070901,0.000000,23,17836.000000,1200.515625, ===
===,50,ITER,0,0.072090,0.000000,24,17836.000000,1208.539062, ===
===,51,ITER,0,0.073134,0.000000,25,17836.000000,1216.562500, ===
===,52,ITER,0,0.074256,0.000000,26,17836.000000,1224.585938, ===
===,53,ITER,0,0.075353,0.000000,27,17836.000000,1232.609375, ===
===,54,ITER,0,0.076567,0.000000,28,17836.000000,1240.632812, ===
===,55,ITER,0,0.077680,0.000000,29,17836.000000,1248.656250, ===
===,56,ITER,0,0.078773,0.000000,30,17836.000000,1256.679688, ===
===,57,COMM-ERROR,0,0.090928,0.000000,30,17856.000000,1256.679688, ===
===,58,COMM-ERROR,0,0.091057,0.000000,30,17856.000000,1256.679688, ===
===,59,COMM-ERROR,0,0.092002,0.000000,30,17856.000000,1264.695312, ===
===,60,ITER,0,0.092069,0.000000,31,17856.000000,1264.703125, ===
===,61,FAILURE-CHECK-START,0,0.092128,0.000000,31,17856.000000,1264.703125, ===
===,62,FAILURE-CHECK-STOP,0,0.092439,0.000000,31,17856.000000,1264.703125, ===
===,63,FAILURE-CHECK,0,0.092487,0.000399,31,17856.000000,1264.703125, ===
===,64,FAILURE-DETECT,0,0.092523,0.000000,31,17856.000000,1264.703125, ===
===,65,RESTORE-START,0,0.092677,0.000000,31,17856.000000,1264.703125, ===
===,66,RESTORE-STOP,0,0.095425,0.000000,31,18280.000000,2288.703125, ===
===,67,RESTORE,0,0.095465,0.002819,31,18280.000000,2288.703125, ===
===,68,CHECKPOINT-START,0,0.095503,0.000000,31,18280.000000,2288.703125, ===
===,69,CHECKPOINT-PRE-NEW,0,0.095539,0.000000,31,18280.000000,240.703125, ===
===,70,CHECKPOINT-POST-NEW,0,0.109038,0.000000,31,20332.000000,1604.703125, ===
===,71,CHECKPOINT-STOP,0,0.109094,0.000000,31,20332.000000,1604.703125, ===
===,72,CHECKPOINT,0,0.109130,0.013647,31,20332.000000,1604.703125, ===
===,73,ITER,0,0.110894,0.000000,22,20332.000000,1612.726562, ===
===,74,ITER,0,0.112250,0.000000,23,20336.000000,1620.750000, ===
===,75,ITER,0,0.113650,0.000000,24,20336.000000,1628.773438, ===
===,76,ITER,0,0.114970,0.000000,25,20336.000000,1636.796875, ===
===,77,ITER,0,0.116387,0.000000,26,20336.000000,1644.820312, ===
===,78,ITER,0,0.117830,0.000000,27,20336.000000,1652.843750, ===
===,79,ITER,0,0.119258,0.000000,28,20336.000000,1660.867188, ===
===,80,ITER,0,0.120760,0.000000,29,20336.000000,1668.890625, ===
===,81,ITER,0,0.122135,0.000000,30,20336.000000,1676.914062, ===
===,82,ITER,0,0.123136,0.000000,31,20336.000000,1684.937500, ===
===,83,FAILURE-CHECK-START,0,0.123195,0.000000,31,20336.000000,1684.937500, ===
===,84,FAILURE-CHECK-STOP,0,0.123272,0.000000,31,20336.000000,1684.937500, ===
===,85,FAILURE-CHECK,0,0.123316,0.000161,31,20336.000000,1684.937500, ===
===,86,CHECKPOINT-START,0,0.123355,0.000000,31,20336.000000,1684.937500, ===
===,87,CHECKPOINT-PRE-NEW,0,0.123399,0.000000,31,20336.000000,320.937500, ===
===,88,CHECKPOINT-POST-NEW,0,0.132772,0.000000,31,23412.000000,1684.937500, ===
===,89,CHECKPOINT-STOP,0,0.132824,0.000000,31,23412.000000,1684.937500, ===
===,90,CHECKPOINT,0,0.132865,0.009531,31,23412.000000,1684.937500, ===
===,91,ITER,0,0.133880,0.000000,32,23412.000000,1692.960938, ===
===,92,ITER,0,0.134886,0.000000,33,23412.000000,1700.984375, ===
===,93,ITER,0,0.135871,0.000000,34,23412.000000,1709.007812, ===
===,94,ITER,0,0.137382,0.000000,35,23412.000000,1717.031250, ===
===,95,ITER,0,0.138834,0.000000,36,23412.000000,1725.054688, ===
===,96,ITER,0,0.139833,0.000000,37,23412.000000,1733.078125, ===
===,97,ITER,0,0.140816,0.000000,38,23412.000000,1741.101562, ===
===,98,ITER,0,0.142328,0.000000,39,23412.000000,1749.125000, ===
===,99,ITER,0,0.143843,0.000000,40,23412.000000,1757.148438, ===
===,100,ITER,0,0.145306,0.000000,41,23412.000000,1765.171875, ===
===,101,FAILURE-CHECK-START,0,0.145355,0.000000,41,23412.000000,1765.171875, ===
===,102,FAILURE-CHECK-STOP,0,0.145409,0.000000,41,23412.000000,1765.171875, ===
===,103,FAILURE-CHECK,0,0.145450,0.000124,41,23412.000000,1765.171875, ===
===,104,CHECKPOINT-START,0,0.145491,0.000000,41,23412.000000,1765.171875, ===
===,105,CHECKPOINT-PRE-NEW,0,0.145535,0.000000,41,23412.000000,401.171875, ===
===,106,CHECKPOINT-POST-NEW,0,0.155416,0.000000,41,25464.000000,1765.171875, ===
===,107,CHECKPOINT-STOP,0,0.155464,0.000000,41,25464.000000,1765.171875, ===
===,108,CHECKPOINT,0,0.155492,0.010025,41,25464.000000,1765.171875, ===
===,109,ITER,0,0.157008,0.000000,42,25464.000000,1773.195312, ===
===,110,ITER,0,0.158706,0.000000,43,25464.000000,1781.218750, ===
===,111,ITER,0,0.160508,0.000000,44,25464.000000,1789.242188, ===
===,112,ITER,0,0.161973,0.000000,45,25464.000000,1797.265625, ===
===,113,ITER,0,0.163364,0.000000,46,25464.000000,1805.289062, ===
===,114,ITER,0,0.164810,0.000000,47,25464.000000,1813.312500, ===
===,115,ITER,0,0.166359,0.000000,48,25464.000000,1821.335938, ===
===,116,ITER,0,0.167842,0.000000,49,25464.000000,1829.359375, ===
===,117,ITER,0,0.169339,0.000000,50,25464.000000,1837.382812, ===
===,118,FINALIZE-START,0,0.170687,0.000000,50,25464.000000,1845.406250, ===
===,119,FINALIZE-STOP,0,0.187398,0.000000,50,22560.000000,1845.406250, ===
===,120,FINALIZE,0,0.187435,0.016777,50,22560.000000,1845.406250, ===
===,0,INIT-START,1,0.000155,0.000000,0,7952.000000,0.000000, ===
===,1,INIT-STOP,1,0.001667,0.000000,0,8596.000000,0.000000, ===
===,2,INIT,1,0.001705,0.001641,0,8596.000000,0.000000, ===
===,3,ITER,1,0.001737,0.000000,1,8600.000000,0.000000, ===
===,4,FAILURE-CHECK-START,1,0.001772,0.000000,1,8600.000000,0.000000, ===
===,5,FAILURE-CHECK-STOP,1,0.001899,0.000000,1,8648.000000,0.000000, ===
===,6,FAILURE-CHECK,1,0.001937,0.000184,1,8648.000000,0.000000, ===
===,7,CHECKPOINT-START,1,0.001977,0.000000,1,8648.000000,0.000000, ===
===,8,CHECKPOINT-PRE-NEW,1,0.002012,0.000000,1,8648.000000,0.000000, ===
===,9,CHECKPOINT-POST-NEW,1,0.008618,0.000000,1,10020.000000,1024.000000, ===
===,10,CHECKPOINT-STOP,1,0.009005,0.000000,1,10020.000000,1024.000000, ===
===,11,CHECKPOINT,1,0.009190,0.007237,1,10020.000000,1024.000000, ===
===,12,ITER,1,0.019409,0.000000,2,10584.000000,1032.023438, ===
===,13,ITER,1,0.022461,0.000000,3,11128.000000,1040.046875, ===
===,14,ITER,1,0.023614,0.000000,4,11136.000000,1048.070312, ===
===,15,ITER,1,0.025102,0.000000,5,11136.000000,1056.093750, ===
===,16,ITER,1,0.026787,0.000000,6,11136.000000,1064.117188, ===
===,17,ITER,1,0.028096,0.000000,7,11144.000000,1072.140625, ===
===,18,ITER,1,0.029328,0.000000,8,11148.000000,1080.164062, ===
===,19,ITER,1,0.030589,0.000000,9,11152.000000,1088.187500, ===
===,20,ITER,1,0.031887,0.000000,10,11156.000000,1096.210938, ===
===,21,ITER,1,0.033089,0.000000,11,11168.000000,1104.234375, ===
===,22,FAILURE-CHECK-START,1,0.033134,0.000000,11,11168.000000,1104.234375, ===
