TIME,MEM
0, 0
500, 552
503, 4768
507, 4768
511, 4
514, 18660
518, 19004
523, 19422
527, 20370
531, 24208
535, 27280
539, 31868
543, 34372
546, 36420
550, 36508
554, 36892
559, 37171
562, 37319
566, 37622
570, 194882
574, 195578
578, 196039
582, 197951
587, 281791
590, 281791
594, 202002
599, 208239
603, 208228
607, 210020
611, 215747
615, 217867
619, 260262
623, 261855
627, 263885
632, 232517
636, 235426
640, 257759
644, 256752
648, 260672
652, 262385
656, 267180
660, 270915
664, 274662
668, 278810
672, 282443
677, 294301
686, 294301
690, 293040
694, 293888
698, 296217
702, 296678
706, 298504
710, 299855
714, 304039
718, 308740
724, 308757
728, 308572
732, 309695
736, 313556
740, 316607
744, 321231
748, 325250
752, 329214
756, 333923
760, 338327
764, 341900
768, 342222
772, 348240
776, 356581
780, 359381
784, 365338
789, 370172
793, 370182
797, 375666
803, 375834
807, 377430
811, 377630
815, 377824
818, 377835
822, 379228
826, 468057
830, 468772
834, 469691
838, 471696
843, 554814
846, 554814
850, 476531
854, 479027
858, 489259
862, 492132
866, 497705
871, 499042
875, 500612
878, 500668
882, 504707
886, 506648
890, 508050
894, 509555
898, 511088
902, 513034
906, 514790
910, 515848
914, 517320
918, 523183
922, 526125
926, 527623
929, 530421
933, 532696
937, 535697
941, 538560
945, 543328
950, 546069
954, 554429
958, 563360
962, 561408
967, 565835
972, 568131
979, 568555
982, 570923
986, 571243
990, 571246
993, 571288
996, 571251
999, 571326
1003, 571262
1006, 571558
1010, 572022
1014, 572254
1019, 571996
1023, 572641
1026, 576932
1030, 581438
1034, 582590
1039, 582441
1046, 583028
1049, 583084
1052, 583143
1056, 581985
1060, 582135
1064, 582135
1068, 583783
1072, 582121
1076, 581993
1079, 582133
1082, 582365
1086, 635141
1090, 636615
1094, 637880
1098, 642756
1102, 646037
1106, 651871
1110, 646124
1114, 649256
1118, 652686
1122, 660257
1125, 662301
1129, 665213
1133, 670145
1137, 675428
1141, 678793
1146, 682955
1154, 684228
1157, 685552
1161, 687320
1165, 688435
1169, 687825
1173, 694753
1177, 711229
1181, 715405
1184, 712642
1188, 715719
1192, 716513
1196, 767387
1199, 763550
1203, 763391
1207, 763287
1211, 776604
1215, 779551
1219, 782941
1223, 788099
1227, 787186
1232, 787060
1236, 789900
1240, 793441
1244, 801811
1248, 799641
1252, 795872
1256, 793190
1260, 793878
1264, 795286
1267, 795542
1271, 864187
1275, 872692
1279, 880789
1283, 885744
1287, 890303
1292, 900288
1296, 912313
1300, 918339
1304, 921984
1308, 926755
1312, 934750
1316, 942065
1320, 949639
1324, 955101
1328, 962886
1332, 971577
1336, 982312
1340, 993640
1344, 997110
1348, 2578001
1352, 2580291
1355, 2581331
1359, 2598881
1363, 2665300
1367, 2584721
1371, 2588310
1375, 2584209
1379, 2584793
1383, 2591054
1387, 2597033
1391, 2601298
1395, 2606012
1399, 2610970
1403, 2621627
1407, 2631027
1411, 2638641
1415, 2647457
1419, 2656316
1422, 2660213
1425, 2663159
1429, 2666595
1433, 2672726
1437, 2677958
1441, 2678900
1443, 2678694
1446, 2679990
1523, 2679942
1525, 2680574
1531, 6877758
1535, 6892246
1539, 7029039
1542, 7031241
1553, 7031537
1555, 7032057
1558, 7032209
1561, 7036616
1565, 7038105
1567, 7039748
1570, 7041756
1572, 7043263
1574, 7044189
1576, 7042612
1578, 7042813
1580, 7044759
1582, 7058271
1584, 7058431
1587, 7058774
1589, 7060886
1591, 7068936
1593, 7067807
1595, 7068801
1597, 7069873
1600, 7088097
1602, 7088185
1604, 7088769
1606, 7088985
1608, 7089041
1610, 7089985
1612, 7089897
1614, 7088097
1616, 7089057
1618, 7090001
1620, 7069633
1622, 7070684
1624, 7073696
1626, 7075746
1628, 7075986
1630, 7077002
1632, 7078138
1634, 7079218
1636, 7078978
1638, 7078922
1640, 7081738
1642, 7090442
1644, 7092562
1646, 7095146
1648, 7095318
1650, 7095463
1653, 7097744
1655, 7097816
1663, 7097728
1668, 7097952
1670, 7098821
1672, 7102425
1674, 7111178
1679, 7112186
1679, 7116282
1681, 7112658
1689, 7112746
1691, 7113111
1693, 7113484
1695, 7113836
1698, 7114208
1700, 7113888
1702, 7114934
1704, 7115759
1706, 7116227
1708, 7116335
1710, 7116287
1710, 40671260
1864, 40671308
1866, 40671308
1868, 40670788
1870, 40671412
1872, 40671456
1878, 40671536
1880, 40671488
1882, 40671704
1885, 40674264
1887, 40677144
1889, 40680024
1891, 40680696
1893, 74268753
1893, 74268753
1895, 74269397
1899, 74270045
1903, 74335549
1905, 74334901
1907, 74335453
1909, 74334901
1911, 74334853
1913, 74334945
1959, 74335345
2049, 74268601
2053, 40713937
2339, 74269090
2342, 74270147
2344, 74273683
2346, 74274016
2386, 74273996
2387, 107862229
2414, 107928149
2525, 107861405
2528, 74306741
2764, 74307166
2766, 74375049
3004, 74308562
3008, 74376445
3255, 74309958
3257, 74314896
3498, 74311354
3500, 74379237
3744, 74312750
3747, 74313752
3994, 74314146
4000, 74315148
4002, 74315994
4247, 74315542
4250, 74316544
4252, 74383425
4494, 74316938
4500, 74317940
4748, 74318334
4750, 74318964
4752, 74318720
4955, 107873829
4957, 107875070
4958, 174985175
4958, 242094547
5499, 242094183
5506, 174985271
5630, 174984607
5633, 141429943
6363, 141497552
6609, 141431065
6611, 141498948
6849, 141432461
6855, 141433463
6857, 141500344
7095, 141433857
7106, 141434859
7344, 141435253
7355, 141436255
7357, 141436637
7597, 141436649
7609, 141437651
7616, 141436879
7637, 141438520
7640, 141435626
