TIME,MEM
1541, 683976
1548, 687424
1553, 687610
1559, 687573
1566, 694765
1572, 710958
1578, 715154
1585, 715877
1589, 769480
1594, 763266
1598, 762830
1602, 765869
1606, 777944
1610, 781039
1614, 788117
1618, 787102
1622, 789071
1626, 787210
1630, 797049
1634, 799325
1638, 794469
1643, 792642
1647, 792922
1654, 795066
1659, 795290
1663, 862762
1667, 865096
1671, 875215
1675, 880532
1679, 885424
1683, 890020
1687, 900036
1691, 911988
1695, 916407
1701, 921931
1705, 925055
1709, 929157
1713, 937667
1717, 945774
1721, 950723
1725, 954307
1729, 961644
1733, 964386
1737, 970818
1741, 975150
1745, 981752
1749, 988024
1753, 994398
1757, 997006
1761, 994780
1765, 2577740
1770, 2580280
1776, 2581665
1780, 2664701
1785, 2582592
1789, 2584469
1793, 2587858
1798, 2583955
1805, 2585868
1809, 2588241
1813, 2592453
1817, 2595426
1821, 2598727
1827, 2602628
1831, 2605758
1835, 2609017
1839, 2612129
1843, 2618575
1848, 2626451
1850, 2629186
1852, 2633437
1854, 2636565
1856, 2638850
1858, 2641947
1860, 2644883
1862, 2647680
1864, 2650106
1866, 2653071
1868, 2656103
1870, 2659146
1872, 2661409
1875, 2662753
1878, 2664485
1881, 2666210
1883, 2668202
1885, 2670434
1885, 2671563
1887, 2672472
1889, 2674752
1891, 2677704
1893, 2679625
1895, 2678378
1897, 2678680
1899, 2678504
1901, 2679184
1961, 2679688
1964, 2680320
1975, 6877504
1977, 6878672
1979, 7027160
1981, 7028440
1983, 7029227
1985, 7030986
1994, 7031282
1996, 7031802
1999, 7031954
2001, 7033314
2003, 7034632
2003, 7036360
2005, 7036642
2007, 7037850
2009, 7039493
2011, 7040709
2013, 7041501
2015, 7042469
2017, 7042195
2019, 7042915
2022, 7042272
2024, 7054672
2026, 7058144
2028, 7058519
2030, 7060591
2032, 7067531
2034, 7067725
2036, 7067671
2038, 7069495
2040, 7069687
2044, 7087839
2046, 7088327
2049, 7088727
2051, 7087919
2053, 7088783
2055, 7089727
2057, 7089639
2059, 7087839
2061, 7088783
2063, 7089743
2065, 7069375
2067, 7070005
2069, 7072373
2071, 7075232
2075, 7076224
2077, 7075240
2079, 7076320
2081, 7077352
2083, 7078920
2085, 7079096
2087, 7078720
2089, 7078656
2091, 7078664
2093, 7081480
2095, 7090184
2097, 7092240
2099, 7094888
2101, 7095060
2104, 7095160
2106, 7095237
2108, 7097222
2112, 7097486
2114, 7097558
2122, 7097470
2124, 7097548
2127, 7097694
2129, 7097352
2131, 7098797
2133, 7102167
2135, 7110520
2137, 7111376
2142, 7111928
2143, 7116024
2145, 7112400
2157, 7112488
2159, 7113061
2161, 7113578
2164, 7113950
2166, 7113598
2168, 7114115
2170, 7115028
2173, 7115480
2175, 7115565
2177, 7116077
2179, 7116077
2181, 7116029
2182, 40671002
2352, 40671050
2354, 40671050
2357, 40670530
2359, 40671142
2379, 40671198
2385, 40671278
2387, 40671234
2392, 40671446
2394, 40671126
2397, 40676886
2399, 40679766
2402, 74268495
2402, 74268495
2404, 74268995
2406, 74269787
2408, 74335339
2410, 74335195
2413, 74335195
2415, 74334643
2417, 74334595
2420, 74334687
2473, 74335087
2608, 74268343
2613, 40713679
2947, 74268832
2949, 74269569
2952, 74269889
2954, 74272945
2957, 74273758
2959, 74273746
2964, 74273738
2966, 107861135
2966, 107861971
2999, 107927891
3120, 107861147
3124, 74306483
3397, 74306908
3401, 74307910
3403, 74374791
3687, 74308304
3697, 74309306
3701, 74376187
3987, 74309700
3996, 74310702
3998, 74377583
4274, 74311096
4283, 74312098
4568, 74312492
4574, 74313494
4576, 74380375
4856, 74313888
4870, 74314890
4872, 74381771
5168, 74315284
5171, 74383167
5449, 74316680
5455, 74317682
5457, 74384563
5741, 74318076
5743, 74318708
5745, 74318918
5748, 74318866
5944, 107873571
5946, 107875516
5947, 141430701
5948, 208540073
6595, 208539709
6603, 141430797
6605, 141430517
7453, 141497574
7731, 141431087
7740, 141432089
8029, 141432483
8031, 141500366
8318, 141433879
8322, 141434881
8324, 141501762
8609, 141435275
8613, 141436277
8914, 141436671
8923, 141436997
8949, 141438638
8951, 141437206
8953, 141435744
