TIME,MEM
0, 0
666, 552
676, 4768
686, 18660
701, 19654
717, 24848
725, 30736
736, 36420
746, 36508
756, 37013
769, 37318
785, 194902
793, 195935
805, 198562
813, 281790
824, 281790
837, 201216
848, 208238
863, 209203
876, 213475
884, 215799
895, 218672
911, 262953
922, 232516
938, 256795
954, 266895
970, 281053
980, 294300
991, 294300
1005, 293975
1016, 296604
1030, 296677
1042, 299854
1058, 308739
1068, 308739
1084, 310465
1096, 317043
1112, 330058
1120, 335821
1134, 342219
1142, 346815
1157, 356757
1165, 365334
1175, 370168
1189, 375662
1197, 375830
1209, 377466
1221, 378113
1237, 468987
1245, 471598
1257, 472646
1273, 489254
1281, 492957
1292, 499037
1302, 502788
1317, 510007
1333, 515165
1342, 519678
1352, 527713
1367, 545217
1375, 558325
1385, 564659
1402, 571004
1415, 571718
1425, 571736
1441, 580834
1450, 581640
1466, 581872
1474, 634938
1485, 635891
1500, 647480
1508, 654479
1518, 663579
1530, 675868
1543, 683976
1554, 688570
1564, 695057
1574, 711123
1589, 764427
1597, 765869
1608, 782689
1617, 786533
1633, 801559
1641, 796101
1653, 793914
1663, 862963
1671, 867064
1686, 888992
1697, 914842
1712, 929258
1729, 953895
1740, 970818
1754, 996906
1769, 2577749
1778, 2581079
1788, 2582492
1796, 2588258
1809, 2587184
1825, 2604073
1834, 2610605
1850, 2635080
1867, 2662753
1879, 2677200
1889, 2679184
1978, 2679688
1990, 6877504
2000, 7030139
2014, 7031282
2027, 7039167
2037, 7042304
2049, 7065151
2059, 7087839
2071, 7070463
2083, 7069759
2095, 7075728
2102, 7078960
2112, 7090184
2119, 7095060
2129, 7097701
2141, 7097845
2151, 7110503
2160, 7117048
2170, 7112488
2177, 7113950
2189, 40671002
2339, 40671050
2354, 40671198
2400, 40671278
2415, 40679766
2431, 74334687
2469, 74335087
2608, 74268343
2612, 40713679
2960, 74268832
2973, 74273758
2981, 107861971
3001, 107927891
3127, 107861147
3132, 74306483
3418, 74306908
3705, 74308304
3717, 74376187
4012, 74309700
4015, 74377583
4297, 74311096
4300, 74312098
4584, 74312492
4591, 74313494
4883, 74313888
4887, 74314890
5173, 74315284
5186, 74316286
5472, 74316680
5756, 74318076
5765, 74318866
5976, 107873571
5979, 208540073
7462, 208539709
7470, 141497574
7756, 141431087
8043, 141432483
8046, 141433485
8326, 141433879
8339, 141434881
8628, 141435275
8631, 141503158
8921, 141436671
8931, 141437673
9009, 141504842
9023, 141507390
9035, 141507118
9328, 141440631
9615, 141442027
9618, 141509910
9896, 141443423
9905, 141568834
10043, 141502355
10058, 141502971
10192, 141503243
10472, 141504487
10479, 141505513
10491, 141513972
10505, 275670353
11050, 275669345
11057, 208560433
11153, 208559649
11161, 141450273
11368, 141450825
11375, 96721657
11600, 141450670
11808, 275671700
13123, 275671684
13132, 186198612
13184, 231026157
13331, 230959653
13337, 186231101
13778, 186231526
13788, 186232520
14160, 186232774
14163, 186233768
14530, 186234022
14901, 186235270
14909, 186236264
15282, 186236518
15292, 186238110
15660, 186237766
16025, 186239014
16034, 186240008
16407, 186240262
16412, 186241256
16787, 186241510
17159, 186242758
17168, 186243752
17182, 96769900
17408, 141498901
18781, 275719467
18795, 186312788
19178, 186246541
19559, 186247789
19565, 186248783
19950, 186249037
19957, 186250031
20327, 186250285
20336, 186251279
20711, 186251533
20726, 186252527
21117, 186252781
21120, 186320276
21503, 186254029
21507, 186255023
21882, 186255277
21891, 186322772
22269, 186256525
22644, 186257773
22659, 186266282
22671, 186251507
22683, 186065780
22690, 185998196
22701, 185980721
22713, 181765083
22725, 180140387
22737, 180052614
22749, 180045090
22761, 180036328
22773, 179841861
22785, 179736463
22797, 179724066
22809, 179705269
22821, 179498024
22833, 179223851
22836, 179206538
22839, 179170386
22848, 179170037
22852, 179167149
