TIME,MEM
0, 0
523, 552
530, 4768
534, 4
541, 19326
549, 24356
557, 30964
565, 36420
571, 36508
574, 36844
580, 37145
584, 37171
589, 37319
596, 37663
604, 195781
612, 197817
619, 281279
627, 201737
635, 208239
640, 208228
648, 211672
656, 218673
664, 263123
668, 265073
673, 232581
681, 257530
689, 266491
697, 274697
705, 282943
711, 294301
717, 294301
724, 293840
728, 293888
735, 296637
740, 298224
747, 301521
754, 308740
759, 308757
767, 311250
775, 322108
783, 333457
791, 341917
799, 348240
807, 358053
811, 365338
817, 370172
822, 370428
826, 375666
833, 375834
841, 378590
845, 377625
852, 377835
859, 468078
867, 468572
871, 468992
876, 472248
880, 554302
885, 554814
893, 477993
898, 480587
906, 492840
914, 498986
919, 500612
926, 504549
934, 508413
942, 511088
950, 513758
958, 515848
966, 516929
971, 519683
977, 521492
985, 527613
993, 535237
997, 541011
1004, 550205
1008, 554537
1013, 563400
1021, 565215
1028, 568875
1032, 570923
1039, 571217
1043, 571227
1049, 571267
1055, 571251
1059, 571286
1065, 571350
1071, 572022
1078, 571985
1082, 571537
1087, 572700
1092, 581084
1100, 582614
1108, 582441
1116, 582679
1124, 583100
1130, 582369
1134, 582365
1141, 635189
1149, 639600
1155, 647077
1162, 644697
1166, 650779
1171, 654729
1178, 662306
1186, 675460
1193, 681635
1197, 684191
1204, 684228
1211, 687697
1215, 687862
1220, 687825
1224, 693657
1231, 711210
1238, 712117
1246, 769733
1254, 764952
1258, 763242
1264, 778196
1271, 785475
1279, 786736
1287, 792908
1295, 799777
1299, 797112
1306, 793366
1314, 795062
1319, 795542
1324, 865348
1331, 880784
1339, 890472
1347, 912313
1353, 919951
1361, 926755
1366, 932695
1371, 940732
1378, 951140
1382, 956828
1387, 962713
1395, 973820
1401, 988276
1409, 997030
1417, 2578547
1424, 2581331
1428, 2582469
1433, 2647884
1440, 2588110
1447, 2584120
1451, 2587438
1455, 2592711
1459, 2597297
1463, 2602882
1467, 2609239
1471, 2614434
1475, 2625153
1479, 2634365
1483, 2643173
1487, 2651766
1491, 2659640
1495, 2664739
1499, 2671817
1503, 2677958
1507, 2678900
1514, 2680574
1523, 6877758
1527, 7027414
1531, 7031281
1538, 7031537
1544, 7032209
1551, 7038105
1555, 7041348
1559, 7042436
1563, 7042629
1567, 7049807
1571, 7058510
1575, 7060846
1579, 7067807
1586, 7088097
1590, 7088985
1594, 7090001
1598, 7088097
1602, 7090412
1606, 7069633
1610, 7072667
1614, 7076482
1618, 7077002
1622, 7079218
1626, 7078922
1630, 7090442
1634, 7095146
1638, 7095516
1642, 7097874
1647, 7098034
1650, 7098018
1656, 7098018
1660, 7099641
1664, 7111634
1670, 7112658
1679, 7112746
1683, 7113484
1687, 7114208
1691, 7114549
1698, 40671260
1815, 40671308
1821, 40671400
1867, 40671456
1874, 40677112
1878, 74268721
1883, 74270013
1887, 74334869
1893, 74334913
1952, 74335313
2046, 74268569
2050, 40713905
2361, 74269058
2366, 74270115
2370, 74273984
2376, 107862197
2404, 107928117
2507, 107861373
2510, 74306709
2751, 74307134
2755, 74308105
2989, 74308530
2996, 74376413
3240, 74309926
3246, 74377809
3486, 74311322
3488, 74379205
3728, 74312718
3735, 74313720
3988, 74314114
3990, 74381997
4234, 74315510
4240, 74383393
4488, 74316906
4736, 74318302
4740, 74318608
4878, 107873797
4880, 309203379
5791, 309203015
5798, 242094103
5922, 242093439
5927, 208539327
6351, 208606384
6589, 208539897
6597, 208540899
6599, 208607780
6836, 208541293
6843, 208542295
6845, 208609176
7086, 208542689
7094, 208543691
7336, 208544085
7343, 208545087
7345, 208611968
7587, 208545481
7598, 208546483
7646, 208613652
7649, 208614342
7651, 208616518
7654, 208617434
7659, 208616048
7661, 208616128
7663, 208615976
7666, 208616528
7668, 208615928
7912, 208549441
7914, 208558491
7916, 208554717
8160, 208554949
8162, 208622832
8418, 208556345
8423, 208624228
8644, 208557749
8666, 208557981
8671, 208626520
8909, 208560033
8911, 208560335
8919, 208560859
8921, 208565103
8923, 208560599
8925, 208560687
8927, 208564915
8929, 208569366
8931, 208570427
8936, 219766360
8940, 230924053
8942, 230924954
9313, 275670435
9317, 230925683
9501, 230925283
9706, 275670144
9706, 409890350
9706, 499363882
10097, 499363982
10418, 499363966
10426, 409890894
10589, 409890230
10594, 365145294
10596, 365146067
11171, 410006447
11298, 409929023
11302, 365184087
11695, 365184512
11698, 365262927
12027, 365185760
12029, 365264175
12348, 365187008
12354, 365188002
12356, 365188588
12693, 365188256
12695, 365266671
13021, 365189504
13023, 365190498
13025, 365267919
13370, 365190752
13374, 365191746
13376, 365269167
13706, 365192000
13708, 365270415
14031, 365193248
14034, 365194242
14361, 365194496
14363, 365272911
14684, 365195744
14686, 365196694
14688, 365196958
14895, 409941887
14895, 544162093
14895, 633635625
15628, 633635261
15636, 544162189
15760, 544161525
15765, 499416589
16355, 499494734
16680, 499417567
16683, 499418561
17011, 499418815
17013, 499497230
17337, 499420063
17339, 499498478
17661, 499421311
17670, 499422305
17672, 499499726
17995, 499422559
17998, 499423553
18333, 499423807
18335, 499502222
18655, 499425055
18661, 499426049
18663, 499503470
18983, 499426303
18985, 499504718
19318, 499427551
19323, 499428545
19326, 499505966
19689, 499428799
19695, 499429793
19697, 499429705
19705, 499437308
19708, 499435772
19710, 499433044
19712, 499433413
19714, 499433037
19716, 499422533
19718, 499408626
19720, 499271050
19722, 499265299
19724, 499243629
19726, 499241260
19728, 499225084
19730, 499217686
19732, 499214820
19736, 499214036
19738, 499213540
