TIME,MEM
0, 0
675, 552
679, 4768
684, 4768
691, 18660
696, 19004
702, 19422
709, 23138
713, 24664
717, 29712
721, 31876
727, 36420
732, 36508
735, 36844
740, 37013
744, 37145
748, 37171
754, 37318
758, 37329
762, 37662
766, 190702
770, 195237
774, 195935
778, 196740
782, 198622
789, 281790
793, 201078
800, 208238
806, 208227
813, 209836
817, 212492
821, 215226
825, 217083
829, 227406
833, 261012
837, 263583
842, 232516
846, 235655
850, 254794
854, 260223
858, 261194
862, 266910
866, 272753
870, 277924
874, 282442
879, 294300
885, 294300
889, 293039
893, 293871
897, 294515
901, 296636
905, 298223
909, 299854
916, 308739
923, 308739
929, 308571
933, 308517
937, 312388
941, 313580
945, 319532
949, 325247
953, 328418
957, 331656
961, 338324
965, 342168
969, 344985
973, 350271
977, 356578
981, 358239
985, 365334
992, 370168
997, 370424
1001, 375662
1009, 375830
1014, 379042
1019, 377466
1023, 377683
1029, 377830
1033, 378151
1037, 468073
1041, 468532
1045, 469029
1049, 470420
1054, 554297
1058, 554809
1062, 475053
1066, 478633
1070, 489254
1074, 489931
1078, 495607
1082, 499269
1086, 500663
1090, 506201
1094, 507817
1098, 509996
1102, 511753
1106, 513426
1110, 514948
1114, 516442
1118, 519678
1122, 523378
1126, 527300
1130, 530415
1134, 534321
1138, 536814
1142, 540478
1146, 543599
1150, 550193
1154, 554525
1158, 559020
1162, 564084
1166, 561669
1170, 565113
1174, 567887
1179, 568311
1183, 570976
1188, 571078
1192, 571014
1197, 571574
1202, 572134
1208, 571736
1212, 571728
1217, 572450
1224, 581749
1229, 581640
1233, 582778
1237, 581736
1241, 581872
1245, 582938
1251, 582116
1255, 634938
1259, 634994
1264, 640654
1268, 644137
1272, 652218
1276, 644407
1280, 649006
1284, 654479
1288, 662140
1292, 664961
1296, 668313
1300, 673674
1307, 678743
1314, 683892
1323, 683976
1327, 685300
1331, 687068
1337, 688183
1341, 687573
1345, 694779
1351, 710974
1355, 712119
1359, 715877
1363, 768834
1367, 763842
1371, 764427
1375, 763039
1379, 776352
1383, 779947
1387, 782689
1391, 788704
1395, 786533
1399, 789083
1403, 787203
1407, 797045
1411, 798813
1415, 796101
1419, 792683
1423, 793050
1427, 794778
1431, 796258
1435, 865160
1439, 875215
1443, 880683
1447, 883817
1451, 888848
1455, 890429
1461, 900036
1468, 914901
1473, 919781
1479, 923463
1483, 926681
1487, 933465
1491, 940780
1496, 946935
1502, 950888
1506, 954437
1510, 960246
1514, 963321
1518, 970818
1522, 979494
1526, 988435
1530, 996925
1534, 996287
1538, 2577740
1544, 2581079
1548, 2581665
1552, 2664685
1558, 2582592
1562, 2584469
1566, 2587858
1570, 2584269
1576, 2583867
1580, 2584543
1584, 2588514
1589, 2595347
1593, 2599278
1600, 2605758
1604, 2609017
1608, 2613886
1612, 2622825
1616, 2630805
1620, 2638424
1624, 2645280
1628, 2651447
1633, 2659959
1640, 2666210
1644, 2671563
1648, 2677152
1652, 2678459
1658, 2679640
1665, 2680320
1673, 6877504
1677, 7028336
1681, 7031011
1692, 7031307
1697, 7031979
1700, 7036385
1704, 7039011
1708, 7041526
1715, 7042399
1719, 7058041
1723, 7058704
1727, 7068704
1733, 7069640
1737, 7087864
1740, 7088480
1744, 7088152
1749, 7090152
1752, 7088744
1756, 7088808
1760, 7090240
1764, 7069808
1769, 7075257
1774, 7076249
1778, 7075849
1782, 7078945
1787, 7078745
1791, 7079377
1795, 7090209
1798, 7092833
1801, 7095085
1804, 7097151
1808, 7097479
1819, 7097687
1822, 7097377
1825, 7102376
1828, 7111401
1832, 7111953
1833, 7116049
1844, 7112513
1847, 7113174
1850, 7113603
1853, 7113975
1856, 7114140
1859, 7115505
1862, 7115994
1865, 7116054
1865, 40671027
2015, 40671075
2018, 40671075
2021, 40670555
2024, 40671167
2076, 40671223
2079, 40671223
2083, 40671439
2086, 40673999
2089, 40679759
2091, 74268488
2095, 74269132
2098, 74269780
2101, 74335284
2104, 74335188
2107, 74335236
2111, 74334680
2152, 74335080
2267, 74268336
2271, 40713672
2616, 74268825
2621, 74269882
2624, 74273226
2627, 74273839
2655, 74273731
2657, 107861964
2675, 107927884
2799, 107861140
2802, 74306476
3086, 74306901
3101, 74307903
3104, 74307872
3392, 74308297
3400, 74309299
3405, 74376180
3698, 74309693
3701, 74310695
3983, 74311089
3988, 74312091
4270, 74312485
4280, 74313487
4567, 74313881
4848, 74315277
4857, 74316279
5144, 74316673
5147, 74317675
5438, 74318069
5441, 74318911
5444, 74318859
5631, 107873564
5634, 107874837
5634, 141430694
5635, 208540066
6936, 208539702
6943, 141430790
7105, 141497567
7389, 141431080
7394, 141432082
7673, 141432476
7690, 141433478
7981, 141433872
8262, 141435268
8275, 141436270
8555, 141436664
8564, 141437666
8622, 141504835
8625, 141505521
8628, 141507697
8632, 141507231
8635, 141507383
8638, 141507159
8644, 141507711
8933, 141440624
9212, 141446132
9219, 141514015
9492, 141447528
9504, 141572987
9620, 141506460
9627, 141506564
9634, 141507076
9787, 141507348
10070, 141508592
10073, 141509046
10076, 141509526
10079, 141509718
10082, 141509770
10085, 141513630
10088, 141518611
10093, 152715071
10097, 163872764
10099, 253364150
10689, 253363650
10694, 208618898
10698, 175063738
10702, 141508858
10926, 141509410
11153, 186254351
11153, 320491665
11934, 320491765
12365, 320491749
12376, 231002293
12381, 186256461
12600, 231117518
12737, 231040094
12742, 186295158
13196, 186295583
13231, 186296577
13234, 186373998
13603, 186296831
13612, 186297825
13988, 186298079
13991, 186301010
14358, 186299327
14364, 186300321
14729, 186300575
14736, 186301569
15113, 186301823
15488, 186303071
15491, 186304065
15860, 186304319
16231, 186305567
16234, 186306561
16607, 186306815
16610, 186307821
16830, 231053038
16830, 365290352
18023, 365289988
18032, 275800532
18036, 231054868
18041, 186309716
18255, 186387765
18629, 186310598
18632, 186389013
18999, 186311846
19005, 186312840
19371, 186313094
19380, 186314088
19749, 186314342
20123, 186315590
20494, 186316838
20497, 186395253
20868, 186318086
21240, 186319334
21243, 186324264
21613, 186320582
21616, 186398997
21985, 186321830
21988, 186322128
21992, 186330475
22000, 186330339
22003, 186328803
22006, 186326339
22009, 186325076
22012, 186315556
22015, 186164081
22018, 186143204
22021, 186140717
22024, 186125725
22027, 186059807
22030, 186056709
22034, 186055965
22037, 186054813
22040, 186040666
22043, 186033887
22046, 181837513
22049, 181830477
22052, 181822592
22055, 181814918
22058, 181814262
22062, 180227945
22065, 180217983
22068, 180198135
22071, 180127924
22074, 180118860
22077, 180115739
22080, 180112143
22083, 180109618
22086, 180106233
22089, 180106310
22092, 180105035
22095, 180104124
22098, 180103332
22101, 180101240
22104, 180094875
22107, 180090363
22110, 180075500
22113, 179966107
22116, 179953020
22119, 179926467
22122, 179830667
22125, 179816841
22128, 179814120
22131, 179812352
22134, 179809923
22137, 179796408
22140, 179796391
22143, 179788855
22146, 179784011
22149, 179816827
22152, 179782487
22155, 179777322
22158, 179768804
22161, 179766085
22164, 179749872
22167, 179692740
22170, 179638858
22173, 179577484
22176, 179513350
22179, 179480301
22182, 179435335
22185, 179284762
22188, 179275603
22191, 179238657
22201, 179230014
22204, 179223030
