TIME,MEM
0, 0
774, 552
784, 4768
795, 18724
807, 19654
815, 23138
824, 25616
833, 31220
844, 36420
856, 36844
865, 37145
872, 37171
884, 37329
891, 37662
899, 194798
905, 194881
913, 195585
921, 196038
929, 198562
940, 281790
948, 203762
956, 208238
970, 208227
983, 209113
991, 209836
1000, 211671
1011, 216515
1018, 227406
1026, 261092
1034, 263934
1040, 232516
1050, 235410
1057, 254856
1065, 257953
1074, 261130
1079, 263529
1087, 268149
1095, 273358
1103, 278809
1111, 286120
1118, 294300
1130, 294300
1138, 293069
1148, 293887
1156, 296604
1166, 298223
1174, 300006
1184, 308739
1194, 308739
1203, 308571
1214, 313555
1223, 318927
1231, 325247
1239, 331377
1247, 341226
1259, 346633
1267, 355241
1279, 365429
1287, 370170
1295, 370426
1303, 375664
1314, 375832
1322, 377508
1330, 377821
1336, 377862
1343, 468077
1351, 468769
1362, 472245
1370, 554811
1378, 473527
1383, 477971
1391, 479932
1399, 522342
1407, 497704
1416, 500665
1423, 506637
1431, 508772
1439, 510628
1447, 512586
1456, 515167
1464, 519680
1472, 528029
1479, 535085
1486, 541007
1493, 550195
1503, 563390
1510, 562820
1521, 567889
1526, 568313
1534, 571006
1543, 571576
1555, 571748
1563, 580836
1574, 582199
1584, 582780
1592, 582432
1600, 581738
1609, 582122
1621, 636346
1629, 637664
1641, 646789
1649, 649285
1657, 647309
1664, 654481
1673, 662061
1678, 666701
1686, 675210
1692, 678543
1701, 683941
1710, 683978
1720, 687590
1728, 687612
1734, 687575
1741, 693407
1751, 710976
1758, 711869
1768, 769485
1776, 764303
1784, 764341
1792, 776356
1801, 782509
1806, 784473
1814, 786520
1821, 788947
1830, 789912
1838, 801563
1850, 791632
1859, 793166
1869, 795038
1876, 795294
1885, 868380
1893, 875363
1905, 883663
1913, 890024
1923, 912065
1934, 919703
1941, 923467
1949, 929262
1961, 945778
1970, 951013
1979, 958945
1991, 970822
1999, 979473
2010, 988028
2019, 996910
2028, 2577753
2034, 2580215
2043, 2581669
2053, 2647572
2064, 2588062
2071, 2583871
2079, 2590400
2087, 2597090
2097, 2604077
2104, 2610609
2112, 2624775
2120, 2638301
2128, 2651451
2137, 2662757
2145, 2668649
2153, 2677708
2163, 2679740
2192, 2679692
2204, 6877508
2211, 6892412
2219, 7029231
2224, 7030990
2239, 7031286
2244, 7031958
2253, 7037854
2258, 7040649
2266, 7042199
2271, 7042378
2279, 7058020
2287, 7058523
2296, 7068683
2304, 7070837
2309, 7087843
2317, 7088731
2326, 7089643
2337, 7069387
2345, 7073147
2355, 7077780
2363, 7078724
2368, 7078668
2376, 7092244
2384, 7095064
2390, 7097226
2397, 7097562
2419, 7097474
2427, 7097698
2433, 7099387
2441, 7111076
2450, 7112404
2462, 7112492
2471, 7113954
2482, 7115484
2494, 40671006
2683, 40671054
2695, 40671202
2708, 40671282
2715, 40671450
2723, 74268499
2734, 74334647
2741, 74334691
2803, 74335091
2920, 74268347
2925, 40713683
3344, 74268836
3356, 74273850
3381, 74273742
3382, 107861975
3416, 107927895
3524, 107861151
3529, 74306487
3888, 74306912
3918, 74307914
3920, 74374795
4235, 74308308
4245, 74376191
4562, 74309704
4568, 74377587
4894, 74311100
4901, 74312102
5224, 74312496
5226, 74313498
5562, 74313892
5564, 74315788
5886, 74315288
5889, 74316290
6209, 74316684
6216, 74318391
6539, 74318080
6549, 74318870
6753, 107873575
6757, 208540077
7555, 208539713
7566, 141430521
8500, 141497578
8831, 141431091
8840, 141432093
9119, 141432487
9128, 141500370
9432, 141433883
9441, 141501766
9770, 141435279
9772, 141503162
10087, 141436675
10098, 141438275
10122, 141438642
10123, 141438618
10124, 141437210
10125, 141435748
10126, 141423588
