TIME,MEM
0, 0
773, 552
784, 4768
797, 19004
807, 19730
814, 24356
826, 31876
841, 36508
857, 37171
871, 37329
883, 194881
899, 196038
907, 198562
920, 281790
935, 204206
950, 208227
958, 209653
967, 215780
978, 218672
990, 227422
998, 262288
1011, 232516
1019, 240391
1032, 260223
1048, 267210
1064, 276740
1080, 294300
1105, 294300
1113, 293079
1127, 296563
1138, 298543
1150, 308739
1160, 308739
1171, 308571
1183, 313555
1199, 324369
1208, 333094
1224, 342203
1240, 356580
1256, 365429
1264, 370170
1274, 375664
1285, 375832
1296, 377468
1311, 377832
1326, 468556
1334, 470870
1344, 554811
1352, 477964
1361, 489256
1372, 492761
1382, 499271
1398, 506783
1414, 511691
1422, 514043
1436, 519680
1445, 526122
1454, 534281
1469, 550195
1478, 558327
1492, 564661
1503, 568313
1511, 570993
1521, 571576
1530, 571720
1543, 571738
1557, 580836
1566, 581642
1575, 581874
1591, 582884
1604, 634661
1619, 640976
1627, 648951
1637, 645948
1653, 654481
1664, 662225
1677, 669711
1693, 683941
1705, 687590
1718, 687575
1727, 699185
1742, 714195
1757, 762526
1765, 762834
1773, 765873
1784, 781043
1792, 788137
1801, 786386
1816, 792660
1826, 798817
1835, 794461
1843, 793166
1851, 794782
1859, 864348
1870, 875219
1878, 885417
1890, 900040
1898, 917989
1908, 923467
1923, 935525
1931, 945778
1939, 953899
1947, 961694
1955, 970822
1963, 985575
1971, 997010
1979, 2577716
1988, 2580307
1996, 2581631
2005, 2664689
2014, 2582596
2025, 2587862
2031, 2583959
2041, 2587188
2054, 2600874
2066, 2610664
2078, 2631206
2090, 2648133
2103, 2664642
2114, 2677772
2123, 2679644
2208, 2679692
2212, 2680324
2224, 6877508
2236, 7030990
2250, 7031286
2264, 7036774
2276, 7042743
2283, 7042276
2295, 7060595
2310, 7087003
2322, 7088731
2334, 7089643
2347, 7069387
2359, 7071719
2371, 7077244
2382, 7078660
2392, 7090188
2402, 7095064
2411, 7097601
2421, 7097625
2431, 7097865
2441, 7097849
2454, 7110924
2466, 7117052
2478, 7112492
2491, 7114119
2506, 40671006
2709, 40671054
2720, 40671202
2732, 40671450
2739, 74268499
2749, 74335199
2755, 74334915
2796, 74335091
2916, 74268347
2922, 40713683
3340, 74268836
3352, 74273762
3396, 74273742
3398, 107861975
3416, 107927895
3548, 107861151
3554, 74306487
3922, 74306912
3935, 74307914
4249, 74308308
4261, 74376191
4576, 74309704
4584, 74377587
4917, 74311100
5235, 74312496
5242, 74313498
5578, 74313892
5897, 74315288
5906, 74316290
6229, 74316684
6234, 74384567
6560, 74318080
6566, 74318870
6773, 107873575
6776, 208540077
8504, 208539713
8515, 141434617
8844, 141431091
8857, 141432093
9139, 141432487
9143, 141433489
9455, 141433883
9783, 141435279
9787, 141436281
10096, 141436675
10107, 141437677
10169, 141504846
10182, 141507242
10194, 141507122
10502, 141440635
10821, 141442031
10830, 141509914
11116, 141443427
11165, 141502359
11180, 141502975
11437, 141503247
11447, 141570978
11770, 141504491
11782, 141509177
11796, 275670357
12459, 275669349
12467, 208560437
12568, 208559653
12576, 141450277
12811, 141450829
12818, 96721661
13026, 141450674
13263, 275671704
14606, 275671688
14618, 186198616
14660, 231026161
14807, 230959657
14812, 186231105
15419, 186231530
15423, 186299025
15878, 186232778
15882, 186300273
16345, 186234026
16353, 186235020
16851, 186235274
16858, 186236268
17331, 186236522
17334, 186304017
17802, 186237770
17810, 186238764
18267, 186239018
18274, 186240012
18764, 186240266
19230, 186241514
19235, 186242508
19613, 186242762
19625, 186243756
19640, 96769904
19875, 141498905
21617, 275719471
21628, 186246399
22114, 186246545
22120, 186248293
22598, 186247793
22601, 186248627
23090, 186249041
23101, 186250035
23584, 186250289
23586, 186250778
23589, 186251283
23591, 186317784
24085, 186251537
24087, 186319032
24569, 186252785
24573, 186253779
24575, 186320280
25063, 186254033
25066, 186255027
25068, 186321528
25536, 186255281
25539, 186256275
25541, 186322776
26009, 186256529
26016, 186257523
26018, 186324024
26483, 186257777
26485, 186258075
26487, 186262209
26491, 186266422
26495, 186266286
26498, 186264750
26500, 186264166
26502, 186261944
26504, 186261023
26506, 186255415
26508, 186250165
26510, 186100028
26512, 186095269
26514, 186079151
26516, 186078415
26518, 186076664
26520, 186065696
26522, 185999973
26525, 185998200
26527, 185996552
26531, 185996024
26533, 185996248
26535, 185984688
26537, 185979174
26540, 181777530
26542, 181775817
26544, 181768981
26546, 181764155
26548, 181760872
26550, 181754465
26552, 180171476
26554, 180158206
26556, 180138359
26558, 180067983
26560, 180058799
26562, 180055798
26564, 180053868
26566, 180050038
26568, 180048924
26570, 180048452
26572, 180046796
26574, 180046041
26576, 180045585
26580, 180044183
26582, 180043624
26584, 180041803
26586, 180039613
26588, 180036332
26590, 180032368
26592, 180020367
26594, 180011047
26596, 179906166
26598, 179903013
26600, 179881016
26602, 179866056
26604, 179770762
26606, 179756900
26608, 179754179
26610, 179753795
26612, 179751820
26614, 179749925
26618, 179736449
26620, 179733921
26622, 179727352
26624, 179725597
26626, 179724069
26628, 179756885
26630, 179756885
26633, 179723734
26635, 179720909
26637, 179719230
26640, 179717380
26642, 179712493
26644, 179710824
26646, 179706183
26648, 179698354
26650, 179662012
26652, 179632538
26654, 179614825
26656, 179595369
26658, 179570682
26660, 179537869
26662, 179504222
26664, 179478479
26666, 179453533
26668, 179447810
26670, 179422898
26672, 179406615
26674, 179395404
26676, 179305942
26678, 179292856
26680, 179224333
26682, 179220352
26684, 179197655
26686, 179181553
26688, 179170247
26697, 179170038
26699, 179167150
