TIME,MEM
13076, 141505122
13077, 275742436
13826, 275742536
14266, 275742520
14276, 186253064
14531, 231113385
14674, 231035961
14680, 186291025
15283, 186291450
15314, 186292444
15770, 186292698
15774, 186293532
16247, 186293946
16750, 186295194
16754, 186373609
17217, 186296442
17226, 186297436
17704, 186297690
18168, 186298938
18657, 186300186
19129, 186301434
19518, 186302682
19522, 186303424
19528, 141558592
19533, 96813440
19736, 141558825
21238, 275795775
21249, 186306319
21524, 186383632
22011, 186306465
22494, 186307713
22985, 186308961
22995, 186309955
23483, 186310209
23978, 186311457
24467, 186312705
24960, 186313953
25421, 186315201
25433, 186316195
25910, 186316449
26378, 186317697
26382, 186326118
26390, 186326206
26394, 186324086
26398, 186322087
26402, 186310248
26406, 186154197
26410, 186136584
26414, 186059594
26420, 186055944
26424, 186044608
26428, 181838382
26432, 181826738
26436, 181815945
26440, 181811188
26444, 180218533
26448, 180195338
26452, 180117720
26456, 180110029
26460, 180106628
26464, 180106073
26469, 180104103
26473, 180103311
26477, 180097927
26481, 180084708
26485, 179964498
26489, 179929065
26494, 179830526
26498, 179813715
26502, 179809845
26507, 179796369
26511, 179787272
26515, 179816805
26519, 179816805
26523, 179779263
26527, 179777300
26531, 179768954
26535, 179765831
26539, 179720859
26543, 179650873
26547, 179585114
26551, 179542265
26555, 179494571
26559, 179459166
26563, 179362550
26567, 179284065
26571, 179258047
26575, 179230199
26586, 179229990
