TIME,MEM
0, 0
746, 552
754, 4768
761, 18660
769, 19326
775, 19654
783, 24080
791, 29200
798, 32836
807, 36420
817, 36508
824, 36844
831, 37013
840, 37171
846, 37318
853, 37359
861, 194881
869, 195612
881, 195780
888, 196434
892, 196411
902, 196382
910, 198622
915, 281278
921, 281790
929, 204094
938, 208238
949, 208227
957, 209113
966, 211925
971, 215780
979, 217997
985, 218672
992, 227422
1000, 261575
1008, 264797
1014, 232580
1022, 254856
1030, 260447
1038, 266072
1046, 274389
1054, 280844
1062, 287880
1066, 294300
1083, 294300
1089, 291079
1097, 293839
1102, 293975
1109, 295556
1113, 296636
1119, 298223
1127, 300270
1131, 303404
1137, 308739
1147, 308756
1155, 308571
1163, 312388
1171, 317591
1179, 325247
1187, 332046
1195, 339648
1203, 342203
1211, 345041
1219, 349917
1223, 353967
1230, 356742
1238, 362649
1242, 365429
1248, 369834
1252, 370170
1258, 370426
1265, 375664
1280, 375832
1288, 377428
1292, 377468
1299, 377821
1305, 377832
1313, 468077
1321, 469066
1329, 471600
1333, 472297
1340, 554811
1348, 477971
1355, 480584
1363, 492959
1372, 499039
1376, 500665
1382, 505658
1390, 508034
1398, 510331
1406, 513269
1414, 515177
1422, 521417
1427, 524324
1434, 529128
1441, 535085
1449, 544619
1458, 558327
1463, 563390
1470, 562348
1476, 565705
1484, 568313
1492, 571006
1501, 571016
1507, 571576
1513, 571776
1519, 572008
1524, 571748
1529, 572404
1534, 572452
1540, 580836
1548, 581943
1557, 582194
1564, 581874
1572, 582314
1580, 583750
1586, 582118
1593, 636173
1602, 644314
1608, 648951
1616, 644345
1620, 649152
1627, 654481
1635, 661680
1639, 662056
1645, 671122
1653, 677090
1662, 683941
1671, 683978
1679, 687590
1687, 687612
1693, 687575
1698, 693407
1705, 697279
1713, 710960
1720, 710976
1725, 715157
1732, 714011
1736, 715711
1741, 769485
1749, 764448
1753, 762842
1760, 766946
1766, 777948
1774, 785227
1779, 786537
1787, 788745
1792, 789912
1796, 797049
1801, 801563
1808, 801240
1812, 794953
1819, 793118
1823, 793342
1829, 795038
1833, 795294
1840, 865100
1846, 872444
1850, 876729
1855, 880536
1863, 887176
1871, 900040
1879, 915635
1883, 919703
1888, 921736
1893, 925096
1899, 932352
1906, 945778
1910, 948010
1915, 950892
1922, 958389
1929, 965231
1936, 976179
1944, 991672
1952, 996782
1960, 2577744
1965, 2581083
1973, 2664705
1978, 2582596
1986, 2587862
1990, 2583883
1995, 2583871
2002, 2587188
2010, 2592457
2015, 2595351
2020, 2598635
2027, 2602632
2031, 2607350
2036, 2610609
2044, 2620578
2052, 2632818
2060, 2644488
2068, 2655547
2072, 2660845
2078, 2664489
2086, 2674474
2094, 2678480
2098, 2677900
2103, 2679692
2107, 2680324
2117, 6877508
2125, 7028780
2129, 7030990
2143, 7031286
2149, 7031958
2157, 7037854
2165, 7042441
2173, 7044091
2181, 7058180
2189, 7068683
2196, 7069499
2203, 7087843
2210, 7088731
2218, 7089731
2226, 7089097
2234, 7069379
2242, 7076380
2260, 7076228
2267, 7077780
2275, 7078596
2279, 7081508
2284, 7090188
2288, 7092812
2293, 7095064
2299, 7097194
2306, 7097754
2336, 7097666
2343, 7098753
2347, 7111380
2355, 7116028
2368, 7112492
2376, 7113954
2381, 7114119
2389, 7116081
2393, 40671006
2575, 40671054
2582, 40671146
2621, 40671202
2627, 40671418
2632, 74268467
2638, 74269759
2646, 74334615
2651, 74334659
2698, 74335059
2829, 74268315
2834, 40713651
3267, 74268804
3274, 74269861
3278, 74273205
3284, 74273718
3292, 74273710
3294, 107861943
3312, 107927863
3434, 107861119
3438, 74306455
3793, 74306880
3829, 74307882
4147, 74308276
4151, 74309118
4156, 74376159
4471, 74309672
4477, 74310674
4802, 74311068
4812, 74312070
5136, 74312464
5470, 74313860
5474, 74314382
5794, 74315256
5800, 74316258
6121, 74316652
6128, 74384535
6450, 74318048
6455, 74319050
6459, 74318354
6648, 107873543
6650, 141430673
6650, 208540045
8196, 208539681
8204, 141430769
8410, 141497546
8745, 141431059
8751, 141432061
9024, 141432455
9037, 141433457
9346, 141433851
9350, 141434853
9668, 141435247
9681, 141436249
9998, 141436643
10002, 141437165
10064, 141504814
10068, 141504988
10072, 141507948
10080, 141507210
10084, 141507138
10088, 141507090
10390, 141440603
10398, 141508486
10712, 141441999
10724, 141509882
11005, 141443395
11012, 141568854
11062, 141502327
11069, 141502943
11339, 141503215
11658, 141504459
11662, 141505377
11668, 141505437
11672, 141505169
11676, 141509145
11680, 141515257
11684, 152710938
11688, 163868631
11691, 253360017
12613, 253359517
12619, 208614765
12623, 175059605
12627, 141504725
12819, 141505277
12825, 96759725
