TIME,MEM
0, 0
691, 552
705, 18724
721, 24632
729, 31220
743, 36508
759, 37171
771, 37359
780, 194902
796, 198116
805, 281790
815, 208238
828, 213237
839, 227406
847, 261411
856, 232516
872, 261536
888, 276740
898, 294300
906, 294300
915, 293975
930, 299854
939, 308739
952, 308571
968, 318199
984, 331377
1000, 344427
1016, 358239
1024, 368420
1034, 370424
1045, 375830
1055, 377683
1071, 468987
1080, 554297
1089, 472655
1102, 480582
1118, 499363
1134, 509773
1150, 514797
1166, 523089
1182, 535083
1191, 543250
1199, 554417
1208, 563348
1222, 567551
1238, 571038
1248, 572086
1255, 571746
1265, 580834
1281, 581736
1295, 581824
1304, 634890
1312, 637630
1320, 648949
1328, 644459
1336, 654008
1345, 662101
1353, 673237
1361, 680078
1373, 683976
1381, 688570
1389, 693925
1397, 715154
1405, 716262
1413, 764427
1421, 776184
1429, 782689
1437, 786550
1445, 787369
1453, 798813
1461, 792335
1470, 794522
1485, 876877
1493, 885413
1501, 900036
1509, 919699
1517, 929258
1525, 945774
1533, 953882
1541, 964936
1549, 982208
1557, 997028
1568, 2581133
1582, 2647560
1590, 2587858
1599, 2583867
1614, 2595106
1623, 2601044
1631, 2607346
1639, 2618210
1647, 2631202
1655, 2640775
1663, 2650643
1671, 2662753
1679, 2673213
1694, 2680320
1702, 6877504
1710, 7031011
1724, 7031979
1735, 7041526
1750, 7058312
1758, 7067696
1768, 7088752
1780, 7089752
1789, 7076401
1804, 7076249
1816, 7079377
1831, 7097641
1839, 7097561
1850, 7097785
1865, 7116049
1879, 7112513
1893, 7114140
1903, 40671027
2091, 40671075
2105, 40671223
2114, 40676879
2126, 74335332
2138, 74334680
2197, 74335080
2315, 74268336
2319, 40713672
2659, 74268825
2671, 74273751
2685, 107861964
2720, 107927884
2836, 107861140
2840, 74306476
3120, 74306901
3131, 74307903
3422, 74308297
3434, 74376180
3713, 74309693
3730, 74310695
3733, 74377576
4016, 74311089
4020, 74378972
4306, 74312485
4309, 74313487
4594, 74313881
4597, 74314883
4886, 74315277
5174, 74316673
5177, 74318632
5461, 74318069
5474, 74318859
5658, 107873564
5660, 208540066
6622, 208539702
6629, 141430790
7135, 141497567
7416, 141431080
7423, 141432082
7719, 141432476
7999, 141433872
8011, 141434874
8298, 141435268
8304, 141436270
8587, 141436664
8593, 141437666
8650, 141504835
8660, 141507463
8675, 141507111
8957, 141440624
8965, 141508507
9245, 141442020
9249, 141514015
9532, 141447528
9657, 141448932
9663, 141449036
9677, 141449548
9813, 141449820
9818, 141517551
10096, 141451064
10106, 141452042
10112, 141451846
10122, 152657543
10129, 253307394
10530, 253306386
10534, 208561634
10633, 208560850
10642, 141451474
10873, 141452026
11100, 186196967
11100, 320401513
11584, 320401613
11963, 320401597
11978, 186182693
12647, 231043750
12792, 230966326
12798, 186221390
13258, 186221815
13261, 186222649
13641, 186223063
14019, 186224311
14022, 186302726
14393, 186225559
14760, 186226807
14766, 186227801
15138, 186228055
15143, 186229049
15519, 186229303
15522, 186307718
15890, 186230551
16263, 186231799
16266, 186232854
16631, 186233047
16640, 186234341
16897, 230979270
16897, 365183816
17675, 365183452
17686, 275710380
17696, 186235948
18284, 186313997
18660, 186236830
19030, 186238078
19037, 186316493
19405, 186239326
19410, 186240320
19776, 186240574
19779, 186241568
20153, 186241822
20522, 186243070
20525, 186244064
20896, 186244318
20899, 186322733
21272, 186245566
21642, 186246814
21645, 186325229
22015, 186248062
22028, 186256571
22036, 186252229
22048, 186086002
22060, 186037157
22075, 186032806
22087, 181814640
22099, 181791599
22111, 180172272
22123, 180085318
22134, 180081461
22146, 180071824
22158, 179919287
22170, 179790953
22177, 179773728
22189, 179794164
22201, 179743471
22213, 179552826
22225, 179262110
22231, 179218834
22245, 179207351
22245, 179207327
22246, 179206303
22247, 179205967
22247, 179205631
22250, 179204463
22250, 179200367
