TIME,MEM
0, 0
531, 552
545, 19326
553, 24356
562, 34372
571, 36892
583, 37329
591, 194798
599, 195812
614, 281790
622, 205458
634, 209113
642, 215780
650, 227406
658, 264127
665, 232580
673, 260223
681, 270841
689, 282442
699, 294300
707, 293887
719, 299854
725, 308739
735, 308571
743, 312586
751, 319432
759, 329558
767, 338986
779, 348235
787, 357472
797, 370166
806, 375660
812, 375828
821, 377681
829, 468073
842, 554807
850, 477967
858, 489252
866, 497659
874, 502786
882, 507663
890, 510697
898, 513687
906, 516363
914, 523358
922, 530662
930, 543248
938, 554523
946, 564082
955, 561394
968, 568541
979, 571308
991, 572004
1004, 572070
1012, 581064
1022, 580918
1029, 581966
1037, 582660
1049, 634743
1057, 636448
1065, 646017
1073, 646043
1081, 655915
1093, 668467
1102, 678973
1108, 682933
1117, 687818
1128, 687803
1141, 711204
1149, 716106
1157, 764052
1165, 763202
1173, 778923
1181, 787539
1189, 788731
1197, 790152
1204, 799617
1212, 793166
1220, 795518
1232, 877105
1240, 890268
1251, 919927
1259, 928445
1267, 940408
1275, 954123
1283, 964635
1291, 985460
1299, 996913
1306, 2580267
1314, 2598857
1323, 2582820
1331, 2588286
1339, 2584141
1347, 2591220
1358, 2602856
1365, 2609213
1373, 2620229
1381, 2633155
1389, 2645111
1403, 2664474
1411, 2671945
1424, 2679964
1498, 2679916
1507, 6877732
1514, 7031239
1525, 7031535
1538, 7039239
1547, 7044316
1555, 7058772
1563, 7069896
1571, 7088980
1578, 7089892
1586, 7069836
1595, 7076477
1603, 7079213
1611, 7091501
1619, 7095609
1628, 7097874
1634, 7098114
1646, 7111629
1654, 7117301
1664, 7112741
1676, 7114388
1686, 40671255
1821, 40671303
1832, 40671451
1841, 40671699
1853, 74270040
1865, 74334940
1893, 74335340
1992, 74268596
1996, 40713932
2294, 74269085
2302, 74274011
2346, 74273991
2348, 107862224
2361, 107928144
2478, 107861400
2481, 74306736
2718, 74307161
2735, 74308163
2737, 74308132
2973, 74308557
2982, 74376440
3224, 74309953
3229, 74377836
3474, 74311349
3476, 74379232
3722, 74312745
3724, 74315352
3969, 74314141
3971, 74382024
4212, 74315537
4217, 74317433
4459, 74316933
4703, 74318329
4711, 74319119
4908, 107873824
4911, 208540326
6210, 208539962
6218, 141430450
6463, 141431340
6466, 141432342
6708, 141432736
6712, 141500619
6958, 141434132
6960, 141435516
7199, 141435528
7203, 141436530
7443, 141436924
7451, 141437926
7503, 141505095
7516, 141507491
7524, 141507971
7767, 141440884
8008, 141442280
8010, 141510163
8250, 141443676
8255, 141569087
8492, 141502600
8502, 141570875
8541, 141504620
8742, 141504892
8750, 141505766
8758, 141509642
8768, 152689363
8774, 275670606
9235, 275669598
9242, 208560686
9316, 208559902
9324, 141450526
9534, 141451078
9746, 186179635
9747, 320400565
9931, 320400665
10912, 320400649
10925, 186198129
10963, 231026410
11085, 230959906
11089, 186231354
11478, 186231779
11496, 186232773
11811, 186233027
11816, 186300522
12134, 186234275
12136, 186235269
12463, 186235523
12465, 186303018
12784, 186236771
12792, 186304266
13107, 186238019
13117, 186305514
13430, 186239267
13748, 186240515
13750, 186241509
14071, 186241763
14077, 186309258
14402, 186243011
14409, 230972742
14615, 230972850
14616, 365193780
16006, 365193416
16013, 275720344
16023, 186313041
16352, 186246794
16354, 186314289
16671, 186248042
16674, 186315537
16995, 186249290
17000, 186316785
17314, 186250538
17318, 186318033
17637, 186251786
17639, 186319281
17951, 186253034
17953, 186320529
18270, 186254282
18277, 186321777
18594, 186255530
18597, 186256524
18921, 186256778
18928, 186324273
19251, 186258026
19257, 186259020
19270, 186266535
19278, 186258576
19286, 186079304
19294, 186000222
19305, 185996273
19319, 181777611
19320, 181777568
19321, 181776090
19322, 181772407
19323, 181769097
19324, 181766047
19325, 181762788
19326, 181761071
19327, 181755058
19328, 181754714
19329, 181754570
19330, 181751101
19331, 180168253
19332, 180160162
19333, 180159931
19334, 180158291
19335, 180140224
19336, 180140092
19337, 180138443
19338, 180135251
19339, 180135243
19340, 180068192
